Gene_id,TPM_median
ENSG00000254672.1,0.019999517644104813
ENSG00000143033.17,7.669948653777147
ENSG00000270757.1,1.3799872500586805
ENSG00000256150.1,-1.0892982836704576e-08
ENSG00000257941.1,0.3800097970829733
ENSG00000259956.1,12.390255436573572
ENSG00000106410.14,-1.0892982836704576e-08
ENSG00000227958.1,-1.0892982836704576e-08
ENSG00000267083.1,-1.0892982836704576e-08
ENSG00000234041.1,-1.0892982836704576e-08
ENSG00000259847.1,-1.0892982836704576e-08
ENSG00000265243.1,-1.0892982836704576e-08
ENSG00000226668.5,-1.0892982836704576e-08
ENSG00000234900.1,0.05500026683624758
ENSG00000268140.1,0.04999854862398112
ENSG00000278987.1,0.2099978202342263
ENSG00000250006.2,-1.0892982836704576e-08
ENSG00000236313.1,-1.0892982836704576e-08
ENSG00000250349.3,-1.0892982836704576e-08
ENSG00000225352.1,-1.0892982836704576e-08
ENSG00000273085.1,-1.0892982836704576e-08
ENSG00000260729.1,1.679977017469785
ENSG00000245667.2,-1.0892982836704576e-08
ENSG00000203818.7,0.194999322001928
ENSG00000202050.1,-1.0892982836704576e-08
ENSG00000259799.1,0.5749991606452777
ENSG00000264326.1,-1.0892982836704576e-08
ENSG00000196296.13,2.54503599380308
ENSG00000230481.2,-1.0892982836704576e-08
ENSG00000185933.6,0.019999517644104813
ENSG00000280956.1,-1.0892982836704576e-08
ENSG00000221923.8,15.769975560941631
ENSG00000109805.9,0.27999181267030204
ENSG00000235653.1,-1.0892982836704576e-08
ENSG00000211978.2,-1.0892982836704576e-08
ENSG00000240489.1,0.4350135650574939
ENSG00000212039.1,-1.0892982836704576e-08
ENSG00000196748.9,-1.0892982836704576e-08
ENSG00000226753.1,-1.0892982836704576e-08
ENSG00000163975.11,5.400096908184578
ENSG00000239893.1,-1.0892982836704576e-08
ENSG00000270720.1,0.6850038480586934
ENSG00000127329.14,5.389998222210975
ENSG00000262358.1,-1.0892982836704576e-08
ENSG00000250594.2,-1.0892982836704576e-08
ENSG00000271148.1,-1.0892982836704576e-08
ENSG00000263570.1,-1.0892982836704576e-08
ENSG00000143183.16,48.05585335321342
ENSG00000229941.5,-1.0892982836704576e-08
ENSG00000248315.1,-1.0892982836704576e-08
ENSG00000108774.14,83.45023288247197
ENSG00000125522.3,-1.0892982836704576e-08
ENSG00000183696.13,14.3352470579161
ENSG00000273826.1,-1.0892982836704576e-08
ENSG00000228318.3,0.02499962962083381
ENSG00000275261.1,-1.0892982836704576e-08
ENSG00000212025.3,-1.0892982836704576e-08
ENSG00000279859.2,-1.0892982836704576e-08
ENSG00000269680.1,3.884906494449185
ENSG00000235944.7,1.369972848999533
ENSG00000092067.5,0.02999974159756281
ENSG00000269113.3,2.679979001834127
ENSG00000231302.1,-1.0892982836704576e-08
ENSG00000268442.1,0.8500109315938089
ENSG00000244031.3,-1.0892982836704576e-08
ENSG00000268957.1,-1.0892982836704576e-08
ENSG00000231392.1,-1.0892982836704576e-08
ENSG00000227879.2,-1.0892982836704576e-08
ENSG00000272512.1,2.820048871080654
ENSG00000129451.11,7.529783655670884
ENSG00000254312.1,-1.0892982836704576e-08
ENSG00000117139.16,16.314995358203127
ENSG00000001460.17,5.940110446792592
ENSG00000227583.1,-1.0892982836704576e-08
ENSG00000241057.1,0.20000454105956791
ENSG00000268434.5,0.2700066202855875
ENSG00000265806.1,-1.0892982836704576e-08
ENSG00000221190.1,-1.0892982836704576e-08
ENSG00000080031.9,0.1400032186304042
ENSG00000274793.1,-1.0892982836704576e-08
ENSG00000218476.2,-1.0892982836704576e-08
ENSG00000168300.13,31.24500879286977
ENSG00000234206.5,-1.0892982836704576e-08
ENSG00000279419.1,0.04999854862398112
ENSG00000196772.3,-1.0892982836704576e-08
ENSG00000255531.1,-1.0892982836704576e-08
ENSG00000250420.8,-1.0892982836704576e-08
ENSG00000145451.12,-1.0892982836704576e-08
ENSG00000268947.1,1.219987352506215
ENSG00000231982.1,0.23500214351026233
ENSG00000126391.13,13.84995581471666
ENSG00000258509.1,-1.0892982836704576e-08
ENSG00000130589.16,6.695004137573303
ENSG00000236764.4,-1.0892982836704576e-08
ENSG00000106125.14,6.905014861740866
ENSG00000076984.17,23.760510044168882
ENSG00000226646.1,-1.0892982836704576e-08
ENSG00000234595.1,-1.0892982836704576e-08
ENSG00000271824.1,0.23000564311170585
ENSG00000133624.13,22.675135889080863
ENSG00000253801.2,-1.0892982836704576e-08
ENSG00000260590.1,-1.0892982836704576e-08
ENSG00000233508.2,-1.0892982836704576e-08
ENSG00000155974.11,2.3949588313177035
ENSG00000243664.1,-1.0892982836704576e-08
ENSG00000235976.2,-1.0892982836704576e-08
ENSG00000267717.1,-1.0892982836704576e-08
ENSG00000232002.1,-1.0892982836704576e-08
ENSG00000221539.1,-1.0892982836704576e-08
ENSG00000279064.1,0.15999636271947112
ENSG00000254920.1,-1.0892982836704576e-08
ENSG00000231378.1,-1.0892982836704576e-08
ENSG00000257323.1,-1.0892982836704576e-08
ENSG00000257364.1,-1.0892982836704576e-08
ENSG00000117394.19,28.41044073053325
ENSG00000260286.3,-1.0892982836704576e-08
ENSG00000226235.1,0.019999517644104813
ENSG00000282520.1,-1.0892982836704576e-08
ENSG00000261654.1,0.04999854862398112
ENSG00000125084.11,0.02999974159756281
ENSG00000264799.1,-1.0892982836704576e-08
ENSG00000251615.3,9.540068437776522
ENSG00000125743.10,237.9220862452428
ENSG00000254227.1,-1.0892982836704576e-08
ENSG00000259443.1,-1.0892982836704576e-08
ENSG00000241537.1,-1.0892982836704576e-08
ENSG00000249226.1,-1.0892982836704576e-08
ENSG00000030304.12,0.02999974159756281
ENSG00000088179.8,5.3999006124021935
ENSG00000172288.7,-1.0892982836704576e-08
ENSG00000270369.1,-1.0892982836704576e-08
ENSG00000258678.1,-1.0892982836704576e-08
ENSG00000267182.1,-1.0892982836704576e-08
ENSG00000238211.1,-1.0892982836704576e-08
ENSG00000248122.1,-1.0892982836704576e-08
ENSG00000212497.1,-1.0892982836704576e-08
ENSG00000280799.1,-1.0892982836704576e-08
ENSG00000261840.2,2.8750121198419727
ENSG00000234769.7,1.8400132372648688
ENSG00000252705.1,-1.0892982836704576e-08
ENSG00000162441.11,13.140005589704721
ENSG00000261399.1,-1.0892982836704576e-08
ENSG00000258467.1,-1.0892982836704576e-08
ENSG00000241815.1,-1.0892982836704576e-08
ENSG00000206344.6,2.314997668117867
ENSG00000274491.1,-1.0892982836704576e-08
ENSG00000240877.3,0.4900017256210597
ENSG00000278126.1,3.990049622682771
ENSG00000278981.1,0.0700018290491679
ENSG00000214929.3,-1.0892982836704576e-08
ENSG00000009724.16,1.2300142326280818
ENSG00000251301.6,0.2099978202342263
ENSG00000237424.1,2.1299784823302828
ENSG00000228045.1,-1.0892982836704576e-08
ENSG00000177519.3,7.849862653346184
ENSG00000164871.17,-1.0892982836704576e-08
ENSG00000105048.16,0.7900213979464512
ENSG00000228360.1,-1.0892982836704576e-08
ENSG00000228166.1,-1.0892982836704576e-08
ENSG00000275591.4,0.25500157926222594
ENSG00000260414.1,-1.0892982836704576e-08
ENSG00000198888.2,8958.0910080356
ENSG00000134072.10,41.74493955525183
ENSG00000280483.1,-1.0892982836704576e-08
ENSG00000242524.1,-1.0892982836704576e-08
ENSG00000236878.1,0.16500006418714924
ENSG00000206047.2,0.3399944189122715
ENSG00000231496.1,-1.0892982836704576e-08
ENSG00000049239.12,18.89030987218736
ENSG00000178075.19,3.429988889596533
ENSG00000256632.3,-1.0892982836704576e-08
ENSG00000103175.10,58.759253822025514
ENSG00000108443.13,12.094957043035684
ENSG00000231252.1,0.014999578373249592
ENSG00000272734.1,14.330337362059552
ENSG00000252148.1,-1.0892982836704576e-08
ENSG00000233006.6,10.435225173436427
ENSG00000228316.1,-1.0892982836704576e-08
ENSG00000229406.1,-1.0892982836704576e-08
ENSG00000221523.1,-1.0892982836704576e-08
ENSG00000152049.6,2.5400063839842084
ENSG00000230707.1,0.0800019247705772
ENSG00000266563.1,-1.0892982836704576e-08
ENSG00000072694.18,1.8399946386053168
ENSG00000123364.4,0.019999517644104813
ENSG00000225082.2,-1.0892982836704576e-08
ENSG00000255153.1,3.4899023466977965
ENSG00000261663.1,1.6250383735097098
ENSG00000249996.1,0.1700037656548274
ENSG00000248842.1,-1.0892982836704576e-08
ENSG00000230080.2,-1.0892982836704576e-08
ENSG00000253829.1,0.25000708642683817
ENSG00000282041.1,-1.0892982836704576e-08
ENSG00000175309.14,61.780010142266136
ENSG00000204713.10,41.63993687771263
ENSG00000275592.1,-1.0892982836704576e-08
ENSG00000248935.1,-1.0892982836704576e-08
ENSG00000231203.1,0.03500032948775345
ENSG00000241809.1,-1.0892982836704576e-08
ENSG00000238731.1,-1.0892982836704576e-08
ENSG00000011052.21,7.51505660140017
ENSG00000236690.2,-1.0892982836704576e-08
ENSG00000181649.5,14.055195611426559
ENSG00000110395.4,2.7900345818736203
ENSG00000223922.1,0.18000481741051896
ENSG00000112305.14,15.51518345235283
ENSG00000254425.1,-1.0892982836704576e-08
ENSG00000167014.10,-1.0892982836704576e-08
ENSG00000276499.1,-1.0892982836704576e-08
ENSG00000107018.7,3.829944167613955
ENSG00000248480.1,-1.0892982836704576e-08
ENSG00000254174.1,-1.0892982836704576e-08
ENSG00000239679.3,-1.0892982836704576e-08
ENSG00000228790.1,-1.0892982836704576e-08
ENSG00000260799.1,0.5050015207195276
ENSG00000249234.1,-1.0892982836704576e-08
ENSG00000234363.1,-1.0892982836704576e-08
ENSGR0000167393.16,-1.0892982836704576e-08
ENSG00000266246.1,-1.0892982836704576e-08
ENSG00000223905.1,-1.0892982836704576e-08
ENSG00000260743.1,0.12000176527428985
ENSG00000227560.1,1.10501033658777
ENSG00000167880.7,8.080115020577864
ENSG00000270930.1,-1.0892982836704576e-08
ENSG00000279273.1,-1.0892982836704576e-08
ENSG00000139656.6,-1.0892982836704576e-08
ENSG00000139988.9,0.8949884997100821
ENSG00000254418.1,-1.0892982836704576e-08
ENSG00000104998.3,3.940019048729024
ENSG00000279952.1,-1.0892982836704576e-08
ENSG00000230806.1,-1.0892982836704576e-08
ENSG00000237338.1,-1.0892982836704576e-08
ENSG00000186723.3,0.04999854862398112
ENSG00000137948.18,-1.0892982836704576e-08
ENSG00000281302.1,-1.0892982836704576e-08
ENSG00000082068.8,20.809686049863984
ENSG00000235204.1,0.35499843763848726
ENSG00000136319.11,6.074909996320825
ENSG00000223911.1,-1.0892982836704576e-08
ENSG00000232167.1,-1.0892982836704576e-08
ENSG00000153044.9,2.9200274426419712
ENSG00000244657.1,-1.0892982836704576e-08
ENSG00000241231.1,-1.0892982836704576e-08
ENSG00000255774.1,-1.0892982836704576e-08
ENSG00000280282.1,0.3600073211340893
ENSG00000226544.4,-1.0892982836704576e-08
ENSG00000079819.16,26.219564464902298
ENSG00000201920.1,-1.0892982836704576e-08
ENSG00000234460.1,-1.0892982836704576e-08
ENSG00000223418.1,-1.0892982836704576e-08
ENSG00000260494.1,-1.0892982836704576e-08
ENSG00000197927.12,2.0300137405132106
ENSG00000221725.1,-1.0892982836704576e-08
ENSG00000251359.4,0.4400151127009333
ENSG00000254146.1,-1.0892982836704576e-08
ENSG00000253346.1,-1.0892982836704576e-08
ENSG00000143793.12,19.459822484544013
ENSG00000134333.13,183.82742130153983
ENSG00000275212.1,0.1400032186304042
ENSG00000244544.2,-1.0892982836704576e-08
ENSG00000143184.4,0.2399991561447902
ENSG00000182872.15,33.79551815450692
ENSG00000261798.1,0.2149975104139564
ENSG00000273704.1,-1.0892982836704576e-08
ENSG00000272337.1,-1.0892982836704576e-08
ENSG00000119772.16,7.879945490696663
ENSG00000171954.12,1.7100306969030146
ENSG00000223561.6,2.1650309979433695
ENSG00000213509.4,0.0700018290491679
ENSG00000271821.1,0.7849879042575414
ENSG00000138735.15,22.35524698509036
ENSG00000250426.2,-1.0892982836704576e-08
ENSG00000251838.1,-1.0892982836704576e-08
ENSG00000265727.2,-1.0892982836704576e-08
ENSG00000275491.1,0.1249991248704398
ENSG00000252130.1,-1.0892982836704576e-08
ENSG00000279013.1,0.15999636271947112
ENSG00000271180.1,-1.0892982836704576e-08
ENSG00000280186.1,0.23000564311170585
ENSG00000131845.14,4.23499533814682
ENSG00000182220.13,58.97511313313217
ENSG00000241757.3,-1.0892982836704576e-08
ENSG00000253153.1,-1.0892982836704576e-08
ENSG00000166896.7,4.954912543722731
ENSG00000280007.1,0.09999809593774908
ENSG00000232177.1,-1.0892982836704576e-08
ENSG00000275944.1,-1.0892982836704576e-08
ENSG00000201683.1,-1.0892982836704576e-08
ENSG00000185839.3,0.8449973443860682
ENSG00000233290.1,-1.0892982836704576e-08
ENSG00000223608.1,-1.0892982836704576e-08
ENSG00000231261.1,-1.0892982836704576e-08
ENSG00000257151.1,4.7249382528855435
ENSG00000281214.1,-1.0892982836704576e-08
ENSG00000261507.1,-1.0892982836704576e-08
ENSG00000229456.1,0.009999639102394372
ENSG00000281222.1,-1.0892982836704576e-08
ENSG00000213187.3,-1.0892982836704576e-08
ENSG00000207176.1,-1.0892982836704576e-08
ENSG00000199077.2,-1.0892982836704576e-08
ENSG00000227076.1,-1.0892982836704576e-08
ENSG00000118094.11,0.22500142185269617
ENSG00000279640.1,0.10499783304510296
ENSG00000270507.1,-1.0892982836704576e-08
ENSG00000048162.19,14.880004400391185
ENSG00000135547.8,1.2800262155482685
ENSG00000274363.1,0.33499448395855447
ENSG00000168306.12,24.709468493906055
ENSG00000064102.14,10.545285906371225
ENSG00000263716.1,-1.0892982836704576e-08
ENSG00000168070.11,0.2099978202342263
ENSG00000249916.1,0.0800019247705772
ENSG00000148426.12,9.505126977924363
ENSG00000115685.14,80.10574148813456
ENSG00000122566.20,417.0705406368959
ENSG00000228404.1,-1.0892982836704576e-08
ENSG00000264530.2,-1.0892982836704576e-08
ENSG00000275859.1,-1.0892982836704576e-08
ENSG00000249309.1,-1.0892982836704576e-08
ENSG00000167332.7,10.864759871493087
ENSG00000255248.6,25.94967212679744
ENSG00000255236.2,0.12000176527428985
ENSG00000130649.9,5.099903525694395
ENSG00000255535.2,-1.0892982836704576e-08
ENSG00000100029.17,41.94473594084103
ENSG00000248574.1,-1.0892982836704576e-08
ENSG00000259248.5,2.8550122474263007
ENSG00000211685.3,0.194999322001928
ENSG00000268620.1,-1.0892982836704576e-08
ENSG00000207620.1,-1.0892982836704576e-08
ENSG00000252540.1,-1.0892982836704576e-08
ENSG00000229086.3,-1.0892982836704576e-08
ENSG00000228929.1,1.0850310314956617
ENSG00000119471.14,13.98503928589778
ENSG00000264054.1,-1.0892982836704576e-08
ENSG00000231061.1,-1.0892982836704576e-08
ENSG00000132300.18,33.78061187030025
ENSG00000172345.13,14.030053753178208
ENSG00000175894.14,0.06000198504851404
ENSG00000126698.10,61.54483438958144
ENSG00000236461.1,-1.0892982836704576e-08
ENSG00000229107.2,0.0400009173779441
ENSG00000211779.3,-1.0892982836704576e-08
ENSG00000271028.1,-1.0892982836704576e-08
ENSG00000213777.5,3.2349777260552344
ENSG00000133226.16,86.03986387766216
ENSG00000223985.1,-1.0892982836704576e-08
ENSG00000248309.5,1.7650250732628807
ENSG00000207041.1,-1.0892982836704576e-08
ENSG00000162076.12,35.61451551173174
ENSG00000250813.1,-1.0892982836704576e-08
ENSG00000182667.14,1.2299737523187162
ENSG00000260933.1,-1.0892982836704576e-08
ENSG00000130520.10,77.28034277744632
ENSG00000197919.4,-1.0892982836704576e-08
ENSG00000263878.1,-1.0892982836704576e-08
ENSG00000271052.1,-1.0892982836704576e-08
ENSG00000255460.1,-1.0892982836704576e-08
ENSG00000215301.9,58.06032317424278
ENSG00000250694.1,-1.0892982836704576e-08
ENSG00000242976.3,-1.0892982836704576e-08
ENSG00000229117.8,3363.6222786126964
ENSG00000225675.2,-1.0892982836704576e-08
